"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	35	26645	131.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	35	26946	129.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	29	28576	101.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	34	26342	129.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	28	24989	112.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	39	24043	162.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	32	26394	121.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	39	26114	149.3
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	33	26774	123.3
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	32	25780	124.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	37	25092	147.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	26	25323	102.7
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	19	29851	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	22	28724	76.6
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	26	28849	90.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	26	28830	90.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2015"	"2015"	23	28756	80.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2016"	"2016"	24	27881	86.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2017"	"2017"	23	27985	82.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"1999"	"1999"	110	84343	130.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2000"	"2000"	99	83969	117.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2001"	"2001"	106	86569	122.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2002"	"2002"	96	85361	112.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2003"	"2003"	91	85896	105.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2004"	"2004"	77	85577	90.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2005"	"2005"	80	80852	98.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2006"	"2006"	93	79711	116.7
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2007"	"2007"	88	81608	107.8
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2008"	"2008"	80	82044	97.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2009"	"2009"	72	80353	89.6
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2010"	"2010"	83	78270	106.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2011"	"2011"	71	78098	90.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2012"	"2012"	70	76823	91.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2013"	"2013"	62	77414	80.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2014"	"2014"	69	77345	89.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2015"	"2015"	61	76889	79.3
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2016"	"2016"	77	75217	102.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2017"	"2017"	56	75622	74.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2000"	"2000"	10	342615	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2001"	"2001"	10	334735	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2005"	"2005"	13	328065	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2006"	"2006"	10	320288	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2008"	"2008"	12	312135	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2011"	"2011"	10	309320	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2013"	"2013"	12	310413	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2015"	"2015"	10	310958	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2016"	"2016"	11	304397	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2002"	"2002"	12	912251	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2003"	"2003"	10	899609	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2004"	"2004"	12	882161	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2005"	"2005"	14	860019	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2007"	"2007"	10	827039	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2002"	"2002"	11	897548	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2014"	"2014"	12	907646	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2016"	"2016"	11	881819	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"1999"	"1999"	10	1013805	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2000"	"2000"	10	992412	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2004"	"2004"	10	921445	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2010"	"2010"	14	917203	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	12	962090	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	12	1142201	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	12	1125968	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	12	1106315	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	14	1084946	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	13	1061194	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	11	1007403	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2012"	"2012"	10	885259	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2014"	"2014"	12	861469	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	11	836014	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	16	995847	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	16	1015803	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	19	1042225	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	13	1039892	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	13	1046285	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	10	1052747	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	11	1058998	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	15	1068719	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	15	1071317	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	10	1074816	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	12	1072793	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	15	1060991	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	10	1046598	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	13	1030583	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	16	1012669	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	13	994596	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	14	971811	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	22	947313	2.3
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	13	691023	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	16	698354	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	18	713492	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2002"	"2002"	18	750744	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	19	777141	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	18	801314	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2005"	"2005"	14	822688	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2006"	"2006"	14	845290	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	12	864219	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	19	876582	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	17	899296	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	19	918247	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2011"	"2011"	23	946215	2.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	14	947862	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	21	957409	2.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	21	965804	2.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	23	976142	2.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	23	980677	2.3
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	31	985877	3.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	12	584644	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	15	564066	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	13	556681	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	16	550190	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	12	543513	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	10	570333	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	13	577400	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	14	668568	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	21	734406	2.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	18	454901	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	18	460644	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	15	465211	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	15	467333	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	10	466345	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	12	465942	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	11	460640	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	10	452225	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	10	446263	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	11	414993	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	11	400904	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	12	397522	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	14	195474	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	18	202063	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	11	203305	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	12	205775	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	10	206330	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	13	210757	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	12	219456	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	10	236298	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	10	241379	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	10	240432	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	13	240436	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	109	89178	122.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	116	88966	130.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	94	90491	103.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	105	89786	116.9
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	101	90012	112.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	86	90103	95.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	108	84020	128.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	94	83769	112.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	98	85585	114.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	106	85813	123.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	80	84741	94.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	75	81944	91.5
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	80	81597	98.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	82	80257	102.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	67	81003	82.7
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	66	80681	81.8
